,question,answer
2159,101 4567 782 8038 4728 709 5515 4578 6402 3171 1333 1156 102,101 3418 2945 4567 1380 510 1333 1355 4567 707 2414 6134 4385 1350 4685 1068 3466 3389 3341 6402 3171 511 4728 709 4563 4578 2595 6574 1377 3300 2792 1277 1166 511 2593 2595 4728 709 4142 510 5125 1718 4142 510 2593 2595 7353 4728 4142 510 4728 709 2814 6760 5023 6963 1377 6863 2768 2642 5442 4728 709 5515 4578 8024 7444 7063 1166 6402 3171 511 102
2160,101 4567 782 8038 3118 1333 860 2697 3381 1825 3315 4567 1728 102,101 3118 1333 860 5636 4567 4638 3322 1169 3300 697 702 3175 7481 511 671 711 4567 1333 2190 2162 712 5301 5528 4638 4788 1776 8024 753 711 3322 860 4638 1048 4554 1353 2418 511 122 510 3118 1333 860 3221 5301 5528 5606 6134 7481 2164 4495 4289 8024 2398 3198 4286 1743 1429 7353 754 5301 5528 6134 7481 8024 5543 6912 1048 5275 3688 4638 3926 7370 2400 6845 6912 1411 1693 5301 5528 1411 1693 511 680 3322 860 1439 1066 4495 4307 2578 8024 671 3190 3322 860 4638 1048 4554 4307 1105 678 7360 8024 3118 1333 860 2828 3681 2595 807 6468 772 4289 7025 3123 5635 2162 712 5301 5528 1079 8024 886 1400 5442 1355 4495 4567 4415 1359 1265 511 123 510 3322 860 772 4495 4638 1048 4554 1353 2418 7567 711 1908 3325 8024 671 3221 2162 712 5299 5302 704 2100 1762 680 3118 1333 860 4685 849 4638 2834 1333 2768 1146 8024 2162 712 772 4495 2834 860 1400 1377 809 6863 2768 5299 5302 4567 4415 2938 2154 8039 753 3221 1728 711 3118 1333 860 1377 3121 1359 3378 102
2161,101 4567 782 8038 2207 1036 1914 1355 2595 4801 1265 1355 4567 4372 102,101 3315 4567 1036 4997 2208 6224 8024 2048 2405 1036 5383 6224 511 3300 2845 6887 4917 8024 1036 4997 1355 4567 1304 1059 6956 1914 1355 2595 4801 1265 4567 891 4638 125 110 172 126 110 511 102
2162,101 837 3381 2595 8038 6825 5330 2595 5501 4999 4649 4142 102,101 3315 4567 679 1072 3300 837 3381 2595 511 102
2163,101 837 3381 2595 8038 837 3381 2595 5273 3157 102,101 3315 4567 1072 3300 837 3381 2595 511 102
2164,101 4567 782 8038 5554 897 6117 679 6639 2218 1278 1114 1906 102,101 122 510 2990 1184 7564 5276 2899 1384 8024 2400 3025 2372 6716 819 6395 510 1278 924 1305 510 2218 1278 1305 5023 511 123 510 6818 3309 3300 3302 4500 5790 4289 1377 809 6381 2497 5790 1399 1350 4500 3791 4500 7030 8024 3175 912 680 1278 4495 3765 6858 511 124 510 5735 6818 3309 3300 2218 6402 5307 1325 8024 6435 3025 2372 4685 1068 4567 1325 510 3466 3389 2845 1440 510 1265 7741 1296 5023 511 125 510 2218 6402 3198 1377 2128 2961 2157 2247 2772 3301 1351 7373 1398 2218 6402 511 133 106 118 118 138 8898 106 100 140 118 118 135 102
2165,101 4567 782 8038 1812 1350 6117 1429 6001 4567 3780 4545 1333 1156 102,101 1812 1350 6117 1429 6001 4567 4638 3780 4545 712 6206 3221 886 4500 5790 4289 2834 4567 1333 6001 3780 4545 8024 6809 1168 5353 6237 4568 4307 510 3780 2689 4565 4567 4638 4680 4638 511 2382 4500 4638 3780 4545 5790 4289 3300 1414 1614 6993 510 4508 3703 1614 510 5401 3289 5609 6994 511 102
2166,101 4567 782 8038 7032 7942 5682 5868 5843 4413 5826 2595 5499 4142 2141 7741 2147 3466 3389 102,101 122 510 6117 2382 6226 6858 6814 6225 2175 6117 5301 5528 6369 3144 8024 5543 1916 3209 4802 2642 5442 3221 1415 2100 1762 6577 6117 510 2697 3381 5023 2658 1105 8024 3300 1221 754 749 6237 2642 5442 4638 3146 860 2658 1105 511 1377 1139 4385 4635 5301 5528 2600 3144 1350 704 2595 5108 5301 5528 1872 7770 511 123 510 912 2382 6226 1377 6224 1920 7030 4635 5301 5528 1350 7484 1065 7345 2595 4413 5826 511 124 510 5301 5826 1824 1075 3300 7032 7942 5682 5868 5843 4413 5826 4495 7270 1350 1125 1743 6998 7345 2595 511 102
2167,101 4567 782 8038 1259 4649 6814 7270 1073 1798 6134 4385 102,101 122 510 7346 5749 1259 4649 6814 7270 1348 1377 1146 711 4696 2595 1259 4649 6814 7270 1469 969 2595 1259 4649 6814 7270 8024 4696 2595 1259 4649 6814 7270 3221 7346 5749 1234 6629 1400 7991 1928 738 679 5543 2130 1059 1912 7463 8039 969 2595 1259 4649 6814 7270 3221 2900 2398 3198 7991 1928 679 5543 2130 1059 1912 7463 8024 852 1762 7346 5749 1234 6629 1400 1156 1377 809 2130 1059 1912 7463 511 123 510 1259 4649 6814 7270 8024 3187 2400 1355 4568 3198 671 5663 3187 4568 4307 8024 852 1963 679 5307 2382 1912 5436 1400 3926 3819 8024 1259 4649 1803 4916 5471 3198 1377 3300 2460 1456 1350 4601 4573 2697 511 124 510 7346 5749 1928 793 1259 754 1259 4649 722 1079 8024 1259 4649 5579 1079 2382 4916 2100 1259 4649 1803 5445 3211 2697 3381 8024 1259 4649 1353 1908 2697 3381 1377 886 1259 4649 680 7346 5749 1928 5111 6825 8024 1259 4649 1366 5367 2207 511 4507 754 1259 4649 1803 1350 4142 4568 4638 2714 2595 1173 4080 8024 2229 6956 2382 3300 1173 102
2168,101 4567 782 8038 5439 2399 782 1333 1355 2595 7770 6117 1327 2471 6629 4638 5679 2595 2207 1220 5549 5513 4801 1265 4568 4307 102,101 2552 1213 6139 4998 510 1057 4413 2207 1220 5549 4390 4461 3416 1359 510 5513 5375 6117 510 2228 6028 4635 510 5513 2938 2154 510 2714 2595 5513 6139 4998 510 6028 4635 2228 510 4801 1265 102
2169,101 4567 782 8038 5511 5310 3417 1391 784 720 5790 3297 1962 8043 102,101 5511 5310 3417 3221 5310 3417 1146 3363 3327 5826 2471 6629 4638 2714 2595 5511 6956 2697 3381 2595 4565 4567 8024 1377 6858 6814 4958 3698 837 3064 8024 2642 5442 2382 3300 1495 1644 510 1495 4588 510 1492 6117 510 5541 4578 510 1355 4178 510 4668 3731 510 726 1213 5023 6134 4385 511 3780 4545 5511 5310 3417 4638 5790 4289 712 6206 1259 2886 8038 122 8024 2460 4170 100 8038 2460 4170 100 3221 1296 671 2834 5310 3417 5790 4289 704 3324 5826 1213 4294 1166 3221 3193 3309 3324 5826 1213 3297 2487 5442 8024 852 1296 4324 886 4500 2159 3211 1355 4495 5447 5790 2595 8024 684 981 1377 1355 4495 5790 4289 2595 5498 4142 8024 1728 3634 5498 1216 5543 2460 2382 5442 2708 4500 511 123 8024 1164 4886 2398 8038 2190 2342 1693 5301 5528 1079 1912 4638 5310 3417 1146 3363 3327 5826 1772 3300 2571 6862 3324 5826 868 4500 511 4500 5790 1400 1963 1139 4385 7942 4561 2418 4989 1315 977 5790 511 124 8024 1414 1636 6995 5542 8038 1072 3300 102
2170,101 5739 3152 1399 4917 8038 4413 2107 2094 5826 4567 102,101 11917 9702 12159 8601 8810 8179 8588 10500 102
2171,101 4567 782 8038 5553 5610 1139 1333 1728 102,101 5553 5610 1139 3221 4507 754 5524 5522 1355 5509 6814 4923 704 5524 5522 860 5579 1068 7308 6814 4923 977 7561 2792 2471 6629 8024 5524 5522 3193 3309 1333 5499 4507 1317 7942 1718 1146 1265 5445 3341 117 1333 5499 4638 704 3667 680 1317 7942 1718 722 7313 4507 1317 7942 5052 4685 2970 8024 4507 754 5524 5522 1355 5509 6814 4923 704 5520 6766 4495 7270 6772 2571 117 2496 5520 6766 1872 7270 3198 117 2458 3123 4638 5553 2372 5579 1453 1741 4638 5592 1880 1403 704 1925 2501 2768 5102 849 5792 1259 3416 4638 6195 4651 117 4507 1912 1453 1403 704 1925 5165 5367 8024 1071 704 1377 809 1146 711 125 702 1277 8038 405 1928 100 117 860 2231 2199 2501 2768 5541 1880 8024 677 5592 1880 1469 5599 5491 132 406 2227 100 117 1071 860 2231 1469 2228 1718 2199 2501 2768 678 5592 1880 1469 5598 5537 132 407 697 702 904 100 2501 2768 697 904 5592 1880 8024 6821 125 702 100 1403 704 1925 3726 1394 117 7553 2211 6956 2501 2768 5553 4384 8024 1762 3634 6814 4923 102
2172,101 4567 782 8038 7308 1853 2595 5301 3118 3698 5052 4142 7028 6206 2990 7008 102,101 671 5307 4802 6402 8024 2418 4916 3353 6981 1394 1278 4495 6822 6121 3780 4545 8024 6912 1048 4567 2658 6822 2245 8024 2193 5636 698 7028 2400 1355 4568 511 102
2173,101 4567 782 8038 7580 1366 5296 6001 4567 1908 6402 7557 4761 102,101 2902 1278 4495 6206 3724 2902 3198 6822 6121 1908 6402 8024 712 6206 1908 3389 6117 3890 3466 3389 8024 4706 7580 1366 5296 6001 4567 2642 5442 6820 2418 2190 6228 1213 6822 6121 1908 3389 511 102
2174,101 4567 782 8038 1776 6117 4567 7650 7608 6444 4415 102,101 1776 6117 4567 4638 1355 4495 680 679 4906 2110 4638 7650 7608 739 2679 2166 1147 4685 1068 511 1075 2768 5679 1962 4638 7650 7608 739 2679 8024 3300 1164 754 2971 1169 4567 2658 8024 914 6822 2612 1908 511 2190 754 2207 1036 2642 5442 8024 2157 7270 1377 680 1278 4495 1066 1398 1169 2137 5852 1075 6133 5314 3403 1114 1469 3175 2466 511 102
2175,101 4567 782 8038 2228 1146 1349 6402 3171 1333 1156 102,101 3418 2945 4567 1380 8024 5310 1394 1073 1798 4568 4307 6134 4385 510 4685 1068 6774 1221 3466 3389 1377 6822 6121 6402 3171 511 2714 2595 1184 1154 5593 4142 510 2593 2595 2228 6887 4142 510 2228 6887 5310 4767 1772 1377 1139 4385 4567 4415 2595 2228 1146 1349 8024 7444 7063 1166 6402 3171 511 102
2176,101 4567 782 8038 784 720 3221 974 1928 4578 8043 102,101 974 1928 4578 3221 671 904 2772 697 904 7584 6956 1353 1908 1355 868 4638 3011 1220 2595 4563 4578 8024 1355 868 3198 2382 845 2626 2552 510 1445 1402 5023 4568 4307 511 7584 6956 1920 5636 3221 1922 7345 4954 1469 5455 3321 7353 6818 4638 6956 855 511 3011 1220 2595 1928 4578 3221 2900 680 2552 6663 1469 5549 3011 1398 3635 4638 6663 1220 2595 4563 4578 511 3315 4567 1957 2595 1914 1355 8024 1914 3144 1762 7471 3217 3309 3198 1355 4567 8024 2208 3144 1762 1036 4997 3309 2772 704 2399 1400 1355 4567 511 102
2177,101 4567 782 8038 6387 712 818 8024 2769 2802 5050 1453 753 8024 8110 1384 1343 2644 6929 3389 678 8024 1728 711 3221 1912 1765 4638 8024 6206 1453 671 2990 1184 6814 1343 8024 678 2682 4802 2137 678 1453 753 2644 677 4408 1408 8043 6468 6468 102,101 2456 6379 2644 1453 753 677 1286 128 8038 8114 4958 5592 2899 3249 6858 1912 4906 1384 3341 676 2231 5018 8113 6402 2147 2218 6402 8024 2218 6432 3221 6387 712 818 6375 872 3341 4638 8024 6375 1278 4495 2458 5519 1718 4638 2506 6631 8023 5544 7623 6407 7741 8024 2226 7030 5543 5276 2496 1921 976 8024 2897 1168 5310 3362 1400 678 1286 1086 2899 2769 4638 683 2157 1384 3341 5018 8110 6402 2147 2218 6402 8024 1963 3362 6844 1394 2797 3318 8024 1453 753 857 7368 8024 1453 1724 678 1286 2797 3318 511 857 7368 3198 7313 5276 711 128 8025 130 1921 8024 857 7368 6589 4500 711 671 674 2340 1381 511 102
2178,101 4567 782 8038 2626 2595 2552 1259 4916 3890 5739 3152 1399 4917 102,101 9622 8636 12135 9834 9205 11748 9345 9501 9783 12043 9224 102
2179,101 4567 782 8038 3118 3698 5052 1355 5509 679 1059 4495 3833 5052 4415 102,101 122 510 2157 2247 2418 711 2642 5442 2990 897 3946 3265 5653 6844 4638 2233 857 4384 1862 8024 2382 2458 4970 6858 7599 8024 924 2898 2147 1079 4958 3698 3837 6858 511 123 510 4567 2658 2612 1908 3309 7313 2642 5442 2418 3800 2692 828 2622 8024 924 6395 1041 6639 4638 4717 4697 8024 1121 2208 3322 860 3867 5450 8024 914 6822 3322 860 2612 1908 511 124 510 2642 5442 2418 6844 2496 6822 6121 860 5509 7248 4159 8024 1872 2487 860 6574 8024 2990 7770 3322 860 1048 4554 1213 511 125 510 3800 2692 702 782 1350 1453 1741 4384 1862 1310 4495 8024 2642 5442 2418 1249 3819 2797 510 3819 4074 8024 1249 2802 2812 1310 4495 511 126 510 1762 3837 2697 3274 1355 4638 2108 5688 8024 6912 1048 2642 5442 1343 782 5408 5471 7415 510 4958 3698 3738 3843 1277 1818 8024 7344 3632 2697 1088 511 102
2180,101 4567 782 8038 745 5593 4617 7564 6369 3466 3389 102,101 1278 4495 1762 2130 2768 7309 6402 1400 8024 6858 2382 833 2190 2642 5442 6822 6121 860 3419 3466 3389 8024 749 6237 745 2791 510 745 5593 4638 1825 3315 2658 1105 511 711 749 6822 671 3635 3209 4802 6402 3171 8024 1377 5543 2456 6379 2642 5442 976 745 5593 100 5296 3466 3389 510 745 5593 6631 1898 510 745 5593 100 3466 3389 510 4495 1265 3466 3389 510 5514 4606 3403 2562 4289 3466 3389 5023 8024 2553 6206 3198 7444 976 4567 4415 3466 3389 8020 1259 2886 745 5593 7151 1429 5301 5528 2110 3466 3389 510 745 5593 4958 5708 7151 4959 1173 3833 3466 510 1102 1108 1147 4275 4567 4415 3466 3389 5023 8021 4802 6402 511 102
2181,101 4567 782 8038 3800 2198 4500 7305 1100 6995 5542 6998 4565 4567 102,101 2157 3184 2595 6822 6121 2595 5682 5162 3756 4708 8039 2405 2399 7946 5162 4606 102
2182,101 4567 782 8038 1044 1921 2595 5517 1880 5491 2231 5375 2938 7564 7344 2974 3177 102,101 1044 1921 2595 5517 1880 5491 2231 5375 2938 4680 1184 3257 3187 3300 3126 4638 7564 7344 2974 3177 8024 852 3221 1377 6858 6814 976 1962 2097 3309 924 978 5023 2974 3177 7360 856 2111 2094 4638 1355 4567 7599 7372 8024 1072 860 1963 678 8038 122 510 1969 2027 3309 1957 2595 6206 3800 2692 2137 3309 6822 6121 3466 3389 8024 6912 1048 2111 2094 1139 4385 2697 3381 511 123 510 2097 3309 3800 2692 6912 1048 2970 6239 6781 2198 8024 2772 671 763 3300 3681 3300 2154 4638 1265 2110 4289 6574 511 124 510 2190 754 2157 704 3300 3634 4567 2642 5442 4638 782 5408 8024 3300 4495 5509 7444 3724 3198 1377 1343 6822 6121 4685 1068 4638 6890 837 1486 6418 511 125 510 2097 3309 1967 1957 5735 1355 4495 1928 3238 510 860 3946 6814 856 5023 4568 4307 8024 6206 1350 3198 2218 1278 511 102
2183,101 4567 782 8038 5299 5302 5301 5528 1872 3658 4568 4568 4307 2600 6835 102,101 5299 5302 5301 5528 1872 3658 4568 2642 5442 4638 707 2414 6134 4385 1359 1265 1914 3416 8024 712 6206 680 1072 860 4638 4565 4567 5102 1798 510 1358 5168 6956 855 1469 4567 1728 4685 1068 8024 4567 2658 6772 6768 5442 1377 3187 3209 3227 4568 4307 2772 788 6134 4385 711 2229 6956 7755 4578 8024 4567 2658 6772 7028 5442 1377 1139 4385 4649 4562 510 1355 4178 510 5455 3321 3837 5555 510 4960 4706 510 3193 4225 2595 1139 4280 510 4280 7976 5564 5862 510 1914 2228 510 1495 1644 510 5592 4578 510 1461 1429 1737 7410 510 2853 3012 5023 1059 6716 4568 4307 511 102
2184,101 4567 782 8038 4511 2595 3291 2399 3309 2552 4415 2844 4415 102,101 3291 2399 3309 4638 4511 2595 833 3300 4193 5991 510 2829 6944 510 679 2128 5023 1392 4905 1392 3416 4638 2552 4415 1359 1265 8024 3189 2382 4495 3833 704 2642 5442 2418 6421 4916 3353 712 1220 4638 1346 1217 4852 769 3833 1220 8024 1914 680 2157 782 510 3301 1351 6822 6121 769 3837 8024 1350 3198 2961 6237 679 5679 2658 5328 511 2157 2247 1762 3189 2382 4495 3833 704 3800 2692 6225 2175 2642 5442 4638 2658 5328 1359 1265 8024 679 6206 5314 750 1071 6814 1914 4638 1327 1213 8024 1914 5314 750 1071 1068 2552 1469 4263 2844 8024 2376 1221 800 2428 6814 6821 671 7348 3667 511 102
2185,101 3466 3389 7555 4680 8038 1914 1690 2135 1216 5543 6139 4998 102,101 6117 3698 1146 3358 510 5498 1216 5543 510 5513 1216 5543 510 4510 6237 6574 3466 3389 510 2552 4510 1745 510 100 5296 3466 3389 102
2186,101 4567 782 8038 5511 6117 1429 6001 4567 3780 4545 1333 1156 102,101 5511 6117 1429 6001 4567 2247 754 1059 6716 6117 1429 6001 4567 4638 671 6956 1146 8024 707 2414 3780 4545 680 671 5663 6117 1429 6001 4567 3780 4545 4685 1398 8024 712 6206 3221 2418 4500 5790 3780 4545 4565 4567 511 3780 4545 4680 3403 3221 3324 4127 6117 1429 6001 511 102
2187,101 4567 782 8038 2714 2595 2552 1216 5543 679 1059 6402 3171 898 2945 102,101 122 510 2552 1213 6139 4998 4638 7348 3667 1146 3309 2552 6139 1146 3309 1059 7481 6397 817 749 4567 2658 6822 2245 7348 3667 8024 2990 1139 2190 679 1398 7348 3667 6822 6121 4685 2418 4638 3780 4545 511 6858 6814 3780 4545 1372 5543 2454 5353 5445 679 1377 5543 6847 6760 4567 2658 6822 2245 511 8020 122 8021 100 3309 8024 1184 2552 6139 7348 3667 8038 4567 782 2100 1762 2552 6139 7770 1314 1728 5162 8024 852 4680 1184 2213 3187 2552 5552 5310 3354 2772 1216 5543 2460 2382 8024 738 3187 2552 6139 4638 4568 4307 1469 8020 2772 8021 860 2519 511 1259 2886 7770 6117 1327 510 1094 2552 4567 510 5131 2228 4567 1469 5503 5523 510 807 6468 5341 1394 2519 5023 3297 5303 1377 5168 1350 2552 5552 4638 4565 4567 809 1350 2418 4500 2552 5552 3681 2595 5790 4289 1380 510 6984 6983 1380 510 7599 3969 4178 1380 2772 2552 5491 4567 2157 3184 1380 5023 511 8020 123 8021 100 3309 8024 1184 707 2414 2552 6139 7348 3667 8038 4567 782 3187 2552 6139 102
2188,101 4567 782 8038 2207 1036 211 1765 704 3862 6577 6117 7564 7344 102,101 4916 3353 2458 2245 831 4495 831 5509 2339 868 8024 809 1121 2208 120 2971 1169 100 1765 704 3862 6577 6117 100 1825 1728 4638 6890 837 511 122 119 2042 1184 1765 704 3862 6577 6117 5033 3389 8024 6912 1048 6768 1798 1765 704 3862 6577 6117 2642 5442 5468 2042 8024 1377 3209 3227 7360 856 7028 1798 120 704 7313 1798 1765 6577 2642 5442 1139 4495 4638 3322 833 511 123 119 2972 2408 772 1184 6402 3171 2825 3318 8024 2190 4266 3678 1352 3175 2772 671 3175 1765 6577 1825 1728 3025 2372 5442 8024 2097 125 702 3299 3198 8024 7023 7415 5522 1036 5309 3688 8024 5399 3717 5301 5528 2772 5553 6117 8024 5815 2533 1825 1728 5299 100 809 5471 1394 6998 7216 1353 2418 113 100 114 2825 3318 2190 7770 1314 5522 1036 6822 6121 772 1184 6402 3171 8024 7028 1798 120 704 7313 1798 2642 1036 2418 5303 3632 1969 2027 511 102
2189,101 837 3381 2595 8038 2130 1059 3837 772 102,101 3187 837 3381 2595 511 102
2190,101 4567 782 8038 7346 5749 3900 2349 5052 4142 7564 7344 102,101 924 2898 7346 6956 3926 3815 1310 4495 8024 6912 1048 2229 6956 6814 2428 4500 1213 3040 3092 510 6912 1048 679 3815 2595 769 510 679 3302 4500 6814 3130 5790 4289 511 102
2191,101 2382 6224 4568 4307 8038 687 4562 1776 3647 2595 5310 3417 4562 102,101 687 4562 510 5310 4566 510 3971 4550 510 4605 4575 102
2192,101 4567 782 8038 6832 1323 2861 2168 4482 4567 3780 4545 1453 3309 102,101 3780 4545 1453 3309 1358 4567 2658 698 7028 4923 2428 510 3780 4545 3175 3428 510 3780 4545 3198 3322 510 2399 7977 860 6574 5023 1728 5162 2512 1510 8024 1377 2100 1762 702 860 2345 2460 511 102
2193,101 2382 6224 4568 4307 8038 745 1928 5491 3171 6162 102,101 5541 4578 510 2552 2654 510 3698 914 510 1495 5106 5273 5682 3796 3773 4588 102
2194,101 4567 782 8038 7032 7219 1743 5125 709 3126 3362 1963 862 102,101 4507 754 702 860 2345 2460 2595 8024 3680 855 2642 5442 3302 4500 7032 7219 1743 5125 709 4638 3126 3362 6963 3221 679 1398 4638 511 6858 2382 2658 1105 678 8024 3633 4802 3302 4500 7032 7219 1743 5125 709 123 118 124 702 3299 2218 833 3300 671 2137 4638 3780 4545 3126 3362 8024 4568 4307 6768 2544 4638 2642 5442 1377 5543 3302 4500 122 118 123 702 3299 2218 1377 809 3300 3209 3227 4638 4545 3126 511 7032 7219 1743 5125 709 1072 3300 1743 5513 3886 5125 4638 1216 3126 8024 1377 4500 754 3780 4545 5513 5994 5125 1068 679 1743 2193 5636 4638 6890 5125 510 3998 5125 510 958 2591 726 1213 510 5587 5607 7000 6763 510 5587 4578 510 5455 7885 511 4385 807 5790 4415 4777 4955 6134 3209 8024 3315 1501 1072 3300 2834 4142 510 3632 3811 510 7360 5544 4638 868 4500 8024 707 2414 1377 4500 754 3780 4545 2228 1927 4881 510 6890 2228 510 2228 7574 510 7028 4568 5491 3187 1213 510 2714 2595 5499 4142 5023 511 1372 3300 3633 4802 886 4500 3315 1501 8024 102
2195,101 4567 782 8038 6117 5125 4568 4568 4307 102,101 2228 4578 510 2228 7574 510 6117 5125 510 678 5592 4578 510 2228 2593 102
2196,101 2382 6224 4568 4307 8038 7770 1333 5554 3717 5514 102,101 6822 6121 2595 1217 1196 1928 4578 510 1613 2198 2595 1445 1402 1350 2692 6399 700 1927 5023 102
2197,101 4567 782 8038 6837 6624 4868 5307 1069 1939 6402 3171 1333 1156 102,101 3418 2945 6422 5301 4567 1380 510 6837 6624 4868 5307 1069 1939 1073 1798 4638 707 2414 6134 4385 8024 5310 1394 100 5296 510 100 510 3491 1220 5549 6863 2512 510 1079 7262 3466 3389 510 2552 5491 2938 839 3403 2562 4289 3466 3844 510 2552 4510 1745 5023 6774 1221 3466 3389 1377 3209 4802 6402 3171 511 1278 4495 1762 707 6395 6814 4923 704 8024 6820 2418 3800 2692 2961 3389 2642 5442 3221 1415 2100 1762 782 2339 3837 772 5341 1394 2519 510 769 2697 4868 5307 1798 7568 3491 4567 510 3449 2225 1812 5341 1394 2519 5023 4565 4567 511 102
2198,101 4567 782 8038 1527 1596 2512 1008 2110 3466 3389 102,101 5541 6956 100 5296 3466 3389 8038 1527 1596 1355 868 3198 697 5511 6851 778 2428 1872 1217 8024 1439 6814 2428 1041 3698 4307 2578 8024 5353 6237 3309 3187 2460 2382 511 102
2199,101 4567 782 8038 1383 7000 3193 677 1391 6820 3221 3241 677 1391 102,101 3302 4500 1383 7000 4638 3198 7313 3766 3300 3209 4802 4638 6226 2137 8024 3193 677 1391 2772 3221 3241 677 1391 8024 2772 5442 671 1921 722 704 818 862 3198 7313 3302 4500 1383 7000 8024 6963 679 833 772 4495 6772 1920 4638 1429 3119 4923 2428 4638 2345 2460 8024 2644 1377 809 3418 2945 5632 6716 2658 1105 6848 2885 3175 912 1394 6844 4638 3302 5790 3198 7313 511 711 749 5790 3126 3291 1962 1765 1355 2916 8024 3297 1962 2501 2768 3683 6772 6226 2526 4638 3302 5790 3198 7313 8024 3683 1963 1762 3680 1921 1398 671 3198 7313 3302 5790 511 2190 754 5499 5517 1216 5543 679 1962 8024 2772 2190 1199 868 4500 3130 2697 4638 782 5408 8024 6858 2382 2456 6379 1762 7649 1400 1288 2207 3198 1168 671 2207 3198 2340 1381 3302 5790 8024 1728 711 1383 7000 1377 5543 2190 5517 6956 772 4495 1173 4080 868 4500 8024 2512 1510 7608 3617 511 2398 3198 2456 6379 4500 3946 3717 1103 3302 1383 7000 8024 1963 3362 3300 1411 1498 1737 7410 4638 2658 1105 8024 1377 809 2199 5790 102
2200,101 4567 782 8038 2397 3553 4568 6402 3171 898 2945 102,101 122 510 1914 1762 2869 4280 1400 123 172 8219 1400 8024 4280 3553 4973 4563 4578 679 3632 8024 1377 845 3300 3123 2198 4578 511 1914 1355 4495 754 678 7571 5018 124 4836 4280 511 123 510 4280 3553 4973 1079 6117 1779 1146 6237 5564 5862 8024 3300 5576 6571 1776 3647 5299 5302 8024 1456 5634 511 4280 3553 7755 3274 7463 3198 8024 4563 4578 1196 4164 511 124 510 2229 6956 6763 5299 5302 5273 5514 679 3209 3227 511 102
2201,101 4567 782 8038 5709 5434 4635 7379 1314 2154 2595 102,101 3315 4567 3313 1350 3198 3780 4545 8024 1400 3309 7946 4714 2408 3793 5310 2768 4605 4575 8024 679 788 2512 1510 5401 6225 8024 5445 684 698 7028 1377 2193 5636 1927 3209 511 102
2202,101 4567 782 8038 7565 1079 3862 5336 4307 6117 5052 4606 3221 1415 1278 924 102,101 6956 1146 5790 4289 510 5450 3332 510 6402 3780 7555 4680 1762 1278 924 2845 7218 5745 1741 8024 1072 860 2845 7218 3683 891 6435 1486 6418 2496 1765 1278 7368 1278 924 704 2552 511 102
